Country,year,num_conflicts,avg_intensity,max_intensity,avg_duration,total_duration,conflict_type_count,has_territory_conflict,has_government_conflict,has_both_conflict,conflicts_past_3years,intensity_past_3years
Colombia,1994,1,2,2,,0,1,0,1,0,1,1.666666667
Colombia,1995,1,1,1,,0,1,0,1,0,1,1.333333333
Colombia,1996,1,2,2,,0,1,0,1,0,1,1.666666667
Colombia,1997,1,1,1,,0,1,0,1,0,1,1.333333333
Colombia,1998,1,1,1,,0,1,0,1,0,1,1.333333333
Colombia,1999,1,2,2,,0,1,0,1,0,1,1.333333333
Colombia,2000,1,2,2,,0,1,0,1,0,1,1.666666667
Colombia,2001,1,2,2,,0,1,0,1,0,1,2
Colombia,2002,1,2,2,,0,1,0,1,0,1,2
Colombia,2003,1,2,2,,0,1,0,1,0,1,2
Colombia,2004,1,2,2,,0,1,0,1,0,1,2
Colombia,2005,1,2,2,,0,1,0,1,0,1,2
Colombia,2006,1,1,1,,0,1,0,1,0,1,1.666666667
Colombia,2007,1,1,1,,0,1,0,1,0,1,1.333333333
Colombia,2008,1,1,1,,0,1,0,1,0,1,1
Colombia,2009,1,1,1,,0,1,0,1,0,1,1
Colombia,2010,1,1,1,,0,1,0,1,0,1,1
Colombia,2011,1,1,1,,0,1,0,1,0,1,1
Colombia,2012,1,1,1,,0,1,0,1,0,1,1
Colombia,2013,1,1,1,,0,1,0,1,0,1,1
Colombia,2014,1,1,1,,0,1,0,1,0,1,1
Colombia,2015,1,1,1,,0,1,0,1,0,1,1
Colombia,2016,1,1,1,18991,18991,1,0,1,0,1,1
Colombia,2018,1,1,1,,0,1,0,1,0,1,1
Colombia,2019,1,1,1,,0,1,0,1,0,1,1
Colombia,2020,1,1,1,,0,1,0,1,0,1,1
Colombia,2021,1,1,1,,0,1,0,1,0,1,1
Colombia,2022,1,1,1,,0,1,0,1,0,1,1
Colombia,2023,1,1,1,,0,1,0,1,0,1,1
Comoros,1989,1,1,1,0,0,1,0,1,0,1,1
Comoros,1997,1,1,1,0,0,1,1,0,0,1,1
Congo,1993,1,1,1,46,46,1,0,1,0,1,1
Congo,1997,1,2,2,,0,1,0,1,0,1,1.5
Congo,1998,1,2,2,,0,1,0,1,0,1,1.666666667
Congo,1999,1,1,1,913,913,1,0,1,0,1,1.666666667
Congo,2002,1,1,1,265,265,1,0,1,0,1,1.333333333
Congo,2016,1,1,1,249,249,1,0,1,0,1,1
Costa Rica,1948,1,2,2,48,48,1,0,1,0,1,2
Croatia,1992,1,2,2,,0,1,1,0,0,1,2
Croatia,1993,1,1,1,,0,1,1,0,0,1,1.5
Croatia,1994,1,1,1,,0,1,1,0,0,1,1.333333333
Croatia,1995,1,2,2,1231,1231,1,1,0,0,1,1.333333333
Cuba,1953,1,1,1,1,1,1,0,1,0,1,1
Cuba,1956,1,1,1,,0,1,0,1,0,1,1
Cuba,1957,1,1,1,,0,1,0,1,0,1,1
Cuba,1958,1,2,2,756,756,1,0,1,0,1,1.333333333
Cuba,1961,1,1,1,3,3,1,0,1,0,1,1.333333333
Cyprus,1955,1,1,1,,0,1,1,0,0,1,1
Cyprus,1956,1,1,1,,0,1,1,0,0,1,1
Cyprus,1957,1,1,1,,0,1,1,0,0,1,1
Cyprus,1958,1,1,1,,0,1,1,0,0,1,1
Cyprus,1959,1,1,1,1358,1358,1,1,0,0,1,1
"Cyprus, Turkey",1974,1,2,2,57,57,1,1,0,0,1,2
DR Congo (Zaire),1960,1,1,1,,0,1,1,0,0,1,1
DR Congo (Zaire),1961,2,1,1,,0,1,1,0,0,1.5,1
DR Congo (Zaire),1962,2,1,1,631.5,1263,1,1,0,0,1.666666667,1
DR Congo (Zaire),1964,1,2,2,,0,1,0,1,0,1.666666667,1.333333333
DR Congo (Zaire),1965,1,2,2,700,700,1,0,1,0,1.333333333,1.666666667
DR Congo (Zaire),1967,1,1,1,123,123,1,0,1,0,1,1.666666667
DR Congo (Zaire),1977,1,1,1,,0,1,0,1,0,1,1.333333333
DR Congo (Zaire),1978,1,1,1,411,411,1,0,1,0,1,1
DR Congo (Zaire),1996,1,2,2,,0,1,0,1,0,1,1.333333333
DR Congo (Zaire),1997,1,2,2,,0,1,0,1,0,1,1.666666667
DR Congo (Zaire),1998,1,2,2,,0,1,0,1,0,1,2
DR Congo (Zaire),1999,1,2,2,,0,1,0,1,0,1,2
DR Congo (Zaire),2000,1,2,2,,0,1,0,1,0,1,2
DR Congo (Zaire),2001,1,1,1,1806,1806,1,0,1,0,1,1.666666667
DR Congo (Zaire),2005,1,1,1,,0,1,0,1,0,1,1.333333333
DR Congo (Zaire),2006,1,1,1,,0,1,0,1,0,1,1
DR Congo (Zaire),2007,2,1,1,,0,1,1,1,0,1.333333333,1
DR Congo (Zaire),2008,2,1,1,758.5,1517,1,1,1,0,1.666666667,1
DR Congo (Zaire),2011,1,1,1,,0,1,0,1,0,1.666666667,1
DR Congo (Zaire),2012,1,1,1,,0,1,0,1,0,1.333333333,1
DR Congo (Zaire),2013,2,1.5,2,,0,1,1,1,0,1.333333333,1.166666667
DR Congo (Zaire),2014,2,1,1,785,1570,1,1,1,0,1.666666667,1.166666667
DR Congo (Zaire),2016,1,1,1,,0,1,0,1,0,1.666666667,1.166666667
DR Congo (Zaire),2017,3,1.333333333,2,24,24,1,1,1,0,2,1.111111111
DR Congo (Zaire),2018,2,1,1,,0,1,1,1,0,2,1.111111111
DR Congo (Zaire),2019,2,1,1,,0,1,1,1,0,2.333333333,1.111111111
DR Congo (Zaire),2020,4,1,1,92,184,1,1,1,0,2.666666667,1
DR Congo (Zaire),2021,2,1,1,,0,1,1,1,0,2.666666667,1
DR Congo (Zaire),2022,2,1,1,,0,1,1,1,0,2.666666667,1
DR Congo (Zaire),2023,2,1,1,,0,1,1,1,0,2,1
Djibouti,1991,1,1,1,,0,1,0,1,0,1,1
Djibouti,1992,1,1,1,,0,1,0,1,0,1,1
Djibouti,1993,1,1,1,,0,1,0,1,0,1,1
Djibouti,1994,1,1,1,842,842,1,0,1,0,1,1
Djibouti,1999,1,1,1,38,38,1,0,1,0,1,1
"Djibouti, Eritrea",2008,1,1,1,0,0,1,1,0,0,1,1
Dominican Republic,1965,1,1,1,129,129,1,0,1,0,1,1
"Ecuador, Peru",1995,1,1,1,334,334,1,1,0,0,1,1
Egypt,1993,1,1,1,,0,1,0,1,0,1,1
Egypt,1994,1,1,1,,0,1,0,1,0,1,1
Egypt,1995,1,1,1,,0,1,0,1,0,1,1
Egypt,1996,1,1,1,,0,1,0,1,0,1,1
Egypt,1997,1,1,1,,0,1,0,1,0,1,1
Egypt,1998,1,1,1,2063,2063,1,0,1,0,1,1
Egypt,2014,1,1,1,183,183,1,0,1,0,1,1
Egypt,2015,1,1,1,,0,1,1,0,0,1,1
Egypt,2016,1,1,1,,0,1,1,0,0,1,1
Egypt,2017,2,1,1,,0,1,1,1,0,1.333333333,1
Egypt,2018,2,1,1,,0,1,1,1,0,1.666666667,1
Egypt,2019,2,1,1,802,802,1,1,1,0,2,1
Egypt,2020,1,1,1,,0,1,1,0,0,1.666666667,1
Egypt,2021,1,1,1,,0,1,1,0,0,1.333333333,1
Egypt,2022,1,1,1,2892,2892,1,1,0,0,1,1
"Egypt, France, Israel, United Kingdom",1956,1,2,2,6,6,1,1,0,0,1,2
"Egypt, Iraq, Israel, Jordan, Lebanon, Syria",1948,1,2,2,,0,1,1,0,0,1,2
"Egypt, Iraq, Israel, Jordan, Lebanon, Syria",1949,1,1,1,267,267,1,1,0,0,1,1.5
"Egypt, Israel",1967,1,2,2,5,5,1,1,0,0,1,2
"Egypt, Israel",1969,1,1,1,,0,1,1,0,0,1,1.5
"Egypt, Israel",1970,1,1,1,519,519,1,1,0,0,1,1.333333333
"Egypt, Israel",1973,1,2,2,18,18,1,1,0,0,1,1.333333333
"Egypt, United Kingdom",1951,1,1,1,,0,1,1,0,0,1,1
"Egypt, United Kingdom",1952,1,1,1,440,440,1,1,0,0,1,1
El Salvador,1972,1,1,1,0,0,1,0,1,0,1,1
El Salvador,1979,1,1,1,,0,1,0,1,0,1,1
El Salvador,1980,1,1,1,,0,1,0,1,0,1,1
El Salvador,1981,1,2,2,,0,1,0,1,0,1,1.333333333
El Salvador,1982,1,2,2,,0,1,0,1,0,1,1.666666667
El Salvador,1983,1,2,2,,0,1,0,1,0,1,2
El Salvador,1984,1,2,2,,0,1,0,1,0,1,2
El Salvador,1985,1,2,2,,0,1,0,1,0,1,2
El Salvador,1986,1,2,2,,0,1,0,1,0,1,2
El Salvador,1987,1,2,2,,0,1,0,1,0,1,2
El Salvador,1988,1,2,2,,0,1,0,1,0,1,2
El Salvador,1989,1,2,2,,0,1,0,1,0,1,2
El Salvador,1990,1,1,1,,0,1,0,1,0,1,1.666666667
El Salvador,1991,1,1,1,4448,4448,1,0,1,0,1,1.333333333
"El Salvador, Honduras",1969,1,2,2,15,15,1,1,0,0,1,2
Eritrea,1997,1,1,1,0,0,1,0,1,0,1,1
Eritrea,1999,1,1,1,239,239,1,0,1,0,1,1
Eritrea,2003,1,1,1,23,23,1,0,1,0,1,1
"Eritrea, Ethiopia",1998,1,2,2,,0,1,1,0,0,1,2
"Eritrea, Ethiopia",1999,1,2,2,,0,1,1,0,0,1,2
"Eritrea, Ethiopia",2000,1,2,2,749,749,1,1,0,0,1,2
"Eritrea, Ethiopia",2016,1,1,1,0,0,1,1,0,0,1,1.666666667
Ethiopia,1960,1,1,1,0,0,1,0,1,0,1,1
Ethiopia,1964,2,1,1,355,355,1,1,0,0,1.5,1
Ethiopia,1965,1,1,1,,0,1,1,0,0,1.333333333,1
Ethiopia,1966,1,1,1,,0,1,1,0,0,1.333333333,1
Ethiopia,1967,1,1,1,,0,1,1,0,0,1,1
Ethiopia,1968,1,1,1,,0,1,1,0,0,1,1
Ethiopia,1969,1,1,1,,0,1,1,0,0,1,1
Ethiopia,1970,1,1,1,,0,1,1,0,0,1,1
Ethiopia,1971,1,1,1,,0,1,1,0,0,1,1
Ethiopia,1972,1,1,1,,0,1,1,0,0,1,1
Ethiopia,1973,1,1,1,,0,1,1,0,0,1,1
Ethiopia,1974,1,1,1,,0,1,1,0,0,1,1
Ethiopia,1975,2,1.5,2,,0,1,1,0,0,1.333333333,1.166666667
Ethiopia,1976,4,1.5,2,550,550,1,1,1,0,2.333333333,1.333333333
Ethiopia,1977,5,1.4,2,,0,2,1,1,0,3.666666667,1.466666667
Ethiopia,1978,5,1.4,2,365,365,2,1,1,0,4.666666667,1.433333333
Ethiopia,1979,4,1.25,2,,0,2,1,1,0,4.666666667,1.35
Ethiopia,1980,5,1.2,2,1096,1096,2,1,1,0,4.666666667,1.283333333
Ethiopia,1981,5,1.6,2,182.5,365,2,1,1,0,4.666666667,1.35
Ethiopia,1982,3,1.666666667,2,,0,2,1,1,0,4.333333333,1.488888889
Ethiopia,1983,5,1.4,2,1453.5,2907,2,1,1,0,4.333333333,1.555555556
Ethiopia,1984,3,1.666666667,2,,0,1,1,1,0,3.666666667,1.577777778
Ethiopia,1985,3,1.666666667,2,,0,1,1,1,0,3.666666667,1.577777778
Ethiopia,1986,3,1,1,,0,1,1,1,0,3,1.444444444
Ethiopia,1987,3,1.666666667,2,,0,1,1,1,0,3,1.444444444
Ethiopia,1988,3,1.666666667,2,,0,1,1,1,0,3,1.444444444
Ethiopia,1989,3,1.666666667,2,,0,1,1,1,0,3,1.666666667
Ethiopia,1990,3,1.666666667,2,,0,1,1,1,0,3,1.666666667
Ethiopia,1991,4,1.5,2,5137,15411,1,1,1,0,3.333333333,1.611111111
Ethiopia,1992,1,1,1,3257,3257,1,1,0,0,2.666666667,1.388888889
Ethiopia,1993,1,1,1,,0,1,1,0,0,2,1.166666667
Ethiopia,1994,2,1,1,136,136,1,1,0,0,1.333333333,1
Ethiopia,1995,1,1,1,365,365,1,1,0,0,1.333333333,1
Ethiopia,1996,2,1,1,72,144,1,1,0,0,1.666666667,1
Ethiopia,1998,2,1,1,,0,1,1,0,0,1.666666667,1
Ethiopia,1999,2,1,1,,0,1,1,0,0,2,1
Ethiopia,2000,2,1,1,,0,1,1,0,0,2,1
Ethiopia,2001,2,1,1,,0,1,1,0,0,2,1
Ethiopia,2002,2,1,1,,0,1,1,0,0,2,1
Ethiopia,2003,2,1,1,,0,1,1,0,0,2,1
Ethiopia,2004,2,1,1,,0,1,1,0,0,2,1
Ethiopia,2005,2,1,1,,0,1,1,0,0,2,1
Ethiopia,2006,2,1,1,,0,1,1,0,0,2,1
Ethiopia,2007,2,1,1,,0,1,1,0,0,2,1
Ethiopia,2008,2,1,1,,0,1,1,0,0,2,1
Ethiopia,2009,2,1,1,,0,1,1,0,0,2,1
Ethiopia,2010,2,1,1,,0,1,1,0,0,2,1
Ethiopia,2011,2,1,1,,0,1,1,0,0,2,1
Ethiopia,2012,2,1,1,,0,1,1,0,0,2,1
Ethiopia,2013,2,1,1,5479,5479,1,1,0,0,2,1
Ethiopia,2014,1,1,1,,0,1,1,0,0,1.666666667,1
Ethiopia,2015,2,1,1,,0,1,1,0,0,1.666666667,1
Ethiopia,2016,2,1,1,3470.5,6941,1,1,0,0,1.666666667,1
Ethiopia,2019,2,1,1,2,2,1,1,0,0,2,1
Ethiopia,2020,2,1.5,2,,0,2,1,1,0,2,1.166666667
Ethiopia,2021,2,1.5,2,,0,2,1,1,0,2,1.333333333
Ethiopia,2022,2,1.5,2,753,753,1,1,1,0,2,1.5
Ethiopia,2023,2,1.5,2,,0,1,1,0,1,2,1.5
"Ethiopia, Somalia",1964,1,1,1,46,46,1,1,0,0,1,1
"Ethiopia, Somalia",1977,1,2,2,,0,1,1,0,0,1,1.5
"Ethiopia, Somalia",1978,1,2,2,253,253,1,1,0,0,1,1.666666667
"Ethiopia, Somalia",1980,1,1,1,186,186,1,1,0,0,1,1.666666667
France,1961,1,2,2,,0,1,0,1,0,1,2
France,1962,1,2,2,434,434,1,0,1,0,1,2
"France, Thailand",1946,1,1,1,194,194,1,1,0,0,1,1
"France, Tunisia",1961,1,2,2,2,2,1,1,0,0,1,2
Gabon,1964,1,1,1,1,1,1,0,1,0,1,1
Gambia,1981,1,1,1,6,6,1,0,1,0,1,1
Georgia,1991,1,1,1,,0,1,0,1,0,1,1
Georgia,1992,3,1,1,67,67,1,1,1,0,2,1
Georgia,1993,2,1.5,2,579,1158,1,1,1,0,2,1.166666667
Georgia,2004,1,1,1,54,54,1,1,0,0,2,1.166666667
Georgia,2008,1,1,1,89,89,1,1,0,0,1.333333333,1.166666667
Ghana,1966,1,1,1,0,0,1,0,1,0,1,1
Ghana,1981,1,1,1,0,0,1,0,1,0,1,1
Ghana,1983,1,1,1,0,0,1,0,1,0,1,1
Greece,1946,1,2,2,,0,1,0,1,0,1,2
Greece,1947,1,2,2,,0,1,0,1,0,1,2
Greece,1948,1,2,2,,0,1,0,1,0,1,2
Greece,1949,1,2,2,1295,1295,1,0,1,0,1,2
"Grenada, United States of America",1983,1,1,1,2,2,1,0,1,0,1,1
Guatemala,1949,1,1,1,1,1,1,0,1,0,1,1
Guatemala,1954,1,1,1,9,9,1,0,1,0,1,1
Guatemala,1963,1,1,1,153,153,1,0,1,0,1,1
Guatemala,1965,1,1,1,,0,1,0,1,0,1,1
Guatemala,1966,1,1,1,,0,1,0,1,0,1,1
Guatemala,1967,1,1,1,,0,1,0,1,0,1,1
Guatemala,1968,1,1,1,,0,1,0,1,0,1,1
Guatemala,1969,1,1,1,,0,1,0,1,0,1,1
Guatemala,1970,1,1,1,,0,1,0,1,0,1,1
Guatemala,1971,1,1,1,,0,1,0,1,0,1,1
Guatemala,1972,1,1,1,,0,1,0,1,0,1,1
Guatemala,1973,1,1,1,,0,1,0,1,0,1,1
Guatemala,1974,1,1,1,,0,1,0,1,0,1,1
Guatemala,1975,1,1,1,,0,1,0,1,0,1,1
Guatemala,1976,1,1,1,,0,1,0,1,0,1,1
Guatemala,1977,1,1,1,,0,1,0,1,0,1,1
Guatemala,1978,1,1,1,,0,1,0,1,0,1,1
Guatemala,1979,1,1,1,,0,1,0,1,0,1,1
Guatemala,1980,1,1,1,,0,1,0,1,0,1,1
Guatemala,1981,1,1,1,,0,1,0,1,0,1,1
Guatemala,1982,1,1,1,,0,1,0,1,0,1,1
Guatemala,1983,1,1,1,,0,1,0,1,0,1,1
Guatemala,1984,1,1,1,,0,1,0,1,0,1,1
Guatemala,1985,1,1,1,,0,1,0,1,0,1,1
Guatemala,1986,1,1,1,,0,1,0,1,0,1,1
Guatemala,1987,1,1,1,,0,1,0,1,0,1,1
Guatemala,1988,1,1,1,,0,1,0,1,0,1,1
Guatemala,1989,1,1,1,,0,1,0,1,0,1,1
Guatemala,1990,1,1,1,,0,1,0,1,0,1,1
Guatemala,1991,1,1,1,,0,1,0,1,0,1,1
Guatemala,1992,1,1,1,,0,1,0,1,0,1,1
Guatemala,1993,1,1,1,,0,1,0,1,0,1,1
Guatemala,1994,1,1,1,,0,1,0,1,0,1,1
Guatemala,1995,1,1,1,10957,10957,1,0,1,0,1,1
Guinea,2000,1,1,1,,0,1,0,1,0,1,1
Guinea,2001,1,1,1,305,305,1,0,1,0,1,1
Guinea-Bissau,1963,1,1,1,,0,1,1,0,0,1,1
Guinea-Bissau,1964,1,1,1,,0,1,1,0,0,1,1
Guinea-Bissau,1965,1,1,1,,0,1,1,0,0,1,1
Guinea-Bissau,1966,1,1,1,,0,1,1,0,0,1,1
Guinea-Bissau,1967,1,1,1,,0,1,1,0,0,1,1
Guinea-Bissau,1968,1,1,1,,0,1,1,0,0,1,1
Guinea-Bissau,1969,1,1,1,,0,1,1,0,0,1,1
Guinea-Bissau,1970,1,1,1,,0,1,1,0,0,1,1
Guinea-Bissau,1971,1,1,1,,0,1,1,0,0,1,1
Guinea-Bissau,1972,1,1,1,,0,1,1,0,0,1,1
Guinea-Bissau,1973,1,1,1,3959,3959,1,1,0,0,1,1
Guinea-Bissau,1998,1,1,1,,0,1,0,1,0,1,1
Guinea-Bissau,1999,1,1,1,334,334,1,0,1,0,1,1
Haiti,1989,1,1,1,0,0,1,0,1,0,1,1
Haiti,1991,1,1,1,0,0,1,0,1,0,1,1
Haiti,2004,1,1,1,285,285,1,0,1,0,1,1
"Honduras, Nicaragua",1957,1,1,1,6,6,1,1,0,0,1,1
"Hungary, Russia (Soviet Union)",1956,1,2,2,22,22,1,0,1,0,1,2
Hyderabad,1947,1,2,2,,0,1,0,1,0,1,2
Hyderabad,1948,1,2,2,446,446,1,0,1,0,1,2
"Hyderabad, India",1948,1,2,2,5,5,1,1,0,0,1,2
India,1948,1,2,2,,0,1,0,1,0,1,2
India,1949,1,2,2,,0,1,0,1,0,1,2
India,1950,1,2,2,,0,1,0,1,0,1,2
India,1951,1,2,2,1199,1199,1,0,1,0,1,2
India,1956,1,1,1,,0,1,1,0,0,1,1.666666667
India,1957,1,1,1,,0,1,1,0,0,1,1.333333333
India,1958,1,1,1,,0,1,1,0,0,1,1
India,1959,1,1,1,1095,1095,1,1,0,0,1,1
India,1961,1,1,1,,0,1,1,0,0,1,1
India,1962,1,1,1,,0,1,1,0,0,1,1
India,1963,1,1,1,,0,1,1,0,0,1,1
India,1964,1,1,1,,0,1,1,0,0,1,1
India,1965,1,1,1,,0,1,1,0,0,1,1
India,1966,2,1,1,,0,1,1,0,0,1.333333333,1
India,1967,2,1,1,,0,1,1,0,0,1.666666667,1
India,1968,2,1,1,1605,3210,1,1,0,0,2,1
India,1969,1,1,1,,0,1,0,1,0,1.666666667,1
India,1970,1,1,1,,0,1,0,1,0,1.333333333,1
India,1971,1,1,1,730,730,1,0,1,0,1,1
India,1979,1,1,1,,0,1,1,0,0,1,1
India,1980,1,1,1,,0,1,1,0,0,1,1
India,1981,1,1,1,,0,1,1,0,0,1,1
India,1982,2,1,1,,0,1,1,0,0,1.333333333,1
India,1983,3,1,1,,0,1,1,0,0,2,1
India,1984,3,1,1,,0,1,1,0,0,2.666666667,1
India,1985,3,1,1,,0,1,1,0,0,3,1
India,1986,3,1,1,,0,1,1,0,0,3,1
India,1987,3,1,1,,0,1,1,0,0,3,1
India,1988,3,1.333333333,2,2746,5492,1,1,0,0,3,1.111111111
India,1989,2,1,1,,0,1,1,0,0,2.666666667,1.111111111
India,1990,4,1.25,2,327.5,655,1,1,0,0,3,1.194444444
India,1991,3,1.333333333,2,,0,1,1,1,0,3,1.194444444
India,1992,5,1.2,2,80,80,1,1,1,0,4,1.261111111
India,1993,5,1,1,3646,3646,1,1,1,0,4.333333333,1.177777778
India,1994,6,1,1,618,1236,1,1,1,0,5.333333333,1.066666667
India,1995,4,1,1,,0,1,1,0,0,5,1
India,1996,6,1,1,1084,1084,1,1,1,0,5.333333333,1
India,1997,6,1,1,981,1962,1,1,1,0,5.333333333,1
India,1998,5,1,1,,0,1,1,1,0,5.666666667,1
India,1999,6,1,1,1074,1074,1,1,1,0,5.666666667,1
India,2000,6,1.166666667,2,360,720,1,1,1,0,5.666666667,1.055555556
India,2001,5,1,1,,0,1,1,1,0,5.666666667,1.055555556
India,2002,5,1.2,2,,0,1,1,1,0,5.333333333,1.122222222
India,2003,6,1.166666667,2,,0,1,1,1,0,5.333333333,1.122222222
India,2004,6,1.166666667,2,1553.5,3107,1,1,1,0,5.666666667,1.177777778
India,2005,4,1.25,2,,0,1,1,1,0,5.333333333,1.194444444
India,2006,4,1,1,,0,1,1,1,0,4.666666667,1.138888889
India,2007,4,1,1,,0,1,1,1,0,4,1.083333333
India,2008,5,1,1,18,18,1,1,1,0,4.333333333,1
India,2009,5,1,1,2352,2352,1,1,1,0,4.666666667,1
India,2010,4,1,1,3141.5,6283,1,1,1,0,4.666666667,1
India,2011,2,1,1,,0,1,1,1,0,3.666666667,1
India,2012,3,1,1,36,36,1,1,1,0,3,1
India,2013,3,1,1,,0,1,1,1,0,2.666666667,1
India,2014,4,1,1,267,534,1,1,1,0,3.333333333,1
India,2015,3,1,1,,0,1,1,1,0,3.333333333,1
India,2016,3,1,1,,0,1,1,1,0,3.333333333,1
India,2017,3,1,1,,0,1,1,1,0,3,1
India,2018,3,1,1,1278,1278,1,1,1,0,3,1
India,2019,2,1,1,,0,1,1,1,0,2.666666667,1
India,2020,2,1,1,,0,1,1,1,0,2.333333333,1
India,2021,2,1,1,,0,1,1,1,0,2,1
India,2022,2,1,1,,0,1,1,1,0,2,1
India,2023,2,1,1,,0,1,1,1,0,2,1
"India, Pakistan",1948,1,2,2,0,0,1,1,0,0,1,2
"India, Pakistan",1964,1,1,1,,0,1,1,0,0,1,1.5
"India, Pakistan",1965,1,2,2,349,349,1,1,0,0,1,1.666666667
"India, Pakistan",1971,1,2,2,14,14,1,1,0,0,1,1.666666667
"India, Pakistan",1984,1,1,1,0,0,1,1,0,0,1,1.666666667
"India, Pakistan",1987,1,1,1,0,0,1,1,0,0,1,1.333333333
"India, Pakistan",1989,1,1,1,,0,1,1,0,0,1,1
"India, Pakistan",1990,1,1,1,,0,1,1,0,0,1,1
"India, Pakistan",1991,1,1,1,,0,1,1,0,0,1,1
"India, Pakistan",1992,1,1,1,1096,1096,1,1,0,0,1,1
"India, Pakistan",1994,1,1,1,153,153,1,1,0,0,1,1
"India, Pakistan",1996,1,1,1,,0,1,1,0,0,1,1
"India, Pakistan",1997,1,1,1,,0,1,1,0,0,1,1
"India, Pakistan",1998,1,1,1,,0,1,1,0,0,1,1
"India, Pakistan",1999,1,1,1,,0,1,1,0,0,1,1
"India, Pakistan",2000,1,1,1,,0,1,1,0,0,1,1
"India, Pakistan",2001,1,1,1,,0,1,1,0,0,1,1
"India, Pakistan",2002,1,1,1,,0,1,1,0,0,1,1
"India, Pakistan",2003,1,1,1,2517,2517,1,1,0,0,1,1
"India, Pakistan",2013,1,1,1,,0,1,1,0,0,1,1
"India, Pakistan",2014,1,1,1,,0,1,1,0,0,1,1
"India, Pakistan",2015,1,1,1,,0,1,1,0,0,1,1
"India, Pakistan",2016,1,1,1,,0,1,1,0,0,1,1
"India, Pakistan",2017,1,1,1,,0,1,1,0,0,1,1
"India, Pakistan",2018,1,1,1,,0,1,1,0,0,1,1
"India, Pakistan",2019,1,1,1,,0,1,1,0,0,1,1
"India, Pakistan",2020,1,1,1,2644,2644,1,1,0,0,1,1
Indonesia,1946,1,1,1,,0,1,1,0,0,1,1
Indonesia,1947,1,1,1,,0,1,1,0,0,1,1
Indonesia,1948,1,1,1,,0,1,1,0,0,1,1
Indonesia,1949,1,1,1,958,958,1,1,0,0,1,1
Indonesia,1950,1,2,2,102,102,1,1,0,0,1,1.333333333
Indonesia,1953,1,2,2,0,0,1,0,1,0,1,1.666666667
Indonesia,1958,1,2,2,,0,1,0,1,0,1,2
Indonesia,1959,1,2,2,,0,1,0,1,0,1,2
Indonesia,1960,1,1,1,,0,1,0,1,0,1,1.666666667
Indonesia,1961,1,2,2,1354,1354,1,0,1,0,1,1.666666667
Indonesia,1965,1,1,1,156,156,1,1,0,0,1,1.333333333
Indonesia,1967,1,1,1,,0,1,1,0,0,1,1.333333333
Indonesia,1968,1,1,1,,0,1,1,0,0,1,1
Indonesia,1969,1,1,1,731,731,1,1,0,0,1,1
Indonesia,1975,1,2,2,,0,1,1,0,0,1,1.333333333
Indonesia,1976,2,2,2,,0,1,1,0,0,1.333333333,1.666666667
Indonesia,1977,2,2,2,,0,1,1,0,0,1.666666667,2
Indonesia,1978,2,2,2,730,730,1,1,0,0,2,2
Indonesia,1979,1,1,1,,0,1,1,0,0,1.666666667,1.666666667
Indonesia,1980,1,1,1,,0,1,1,0,0,1.333333333,1.333333333
Indonesia,1981,2,1.5,2,0,0,1,1,0,0,1.333333333,1.166666667
Indonesia,1982,1,1,1,,0,1,1,0,0,1.333333333,1.166666667
Indonesia,1983,1,1,1,,0,1,1,0,0,1.333333333,1.166666667
Indonesia,1984,2,1,1,0,0,1,1,0,0,1.333333333,1
Indonesia,1985,1,1,1,,0,1,1,0,0,1.333333333,1
Indonesia,1986,1,1,1,,0,1,1,0,0,1.333333333,1
Indonesia,1987,1,1,1,,0,1,1,0,0,1,1
Indonesia,1988,1,1,1,4773,4773,1,1,0,0,1,1
Indonesia,1990,1,1,1,,0,1,1,0,0,1,1
Indonesia,1991,1,1,1,570,570,1,1,0,0,1,1
Indonesia,1992,1,1,1,0,0,1,1,0,0,1,1
Indonesia,1997,1,1,1,,0,1,1,0,0,1,1
Indonesia,1998,1,1,1,,0,1,1,0,0,1,1
Indonesia,1999,2,1,1,844,844,1,1,0,0,1.333333333,1
Indonesia,2000,1,1,1,,0,1,1,0,0,1.333333333,1
Indonesia,2001,1,1,1,,0,1,1,0,0,1.333333333,1
Indonesia,2002,1,1,1,,0,1,1,0,0,1,1
Indonesia,2003,1,1,1,,0,1,1,0,0,1,1
Indonesia,2004,1,1,1,,0,1,1,0,0,1,1
Indonesia,2005,1,1,1,2325,2325,1,1,0,0,1,1
Indonesia,2018,1,1,1,0,0,1,1,0,0,1,1
Indonesia,2021,1,1,1,,0,1,1,0,0,1,1
Indonesia,2022,1,1,1,,0,1,1,0,0,1,1
Indonesia,2023,1,1,1,,0,1,1,0,0,1,1
"Indonesia, Malaysia",1963,1,1,1,,0,1,1,0,0,1,1
"Indonesia, Malaysia",1964,1,1,1,,0,1,1,0,0,1,1
"Indonesia, Malaysia",1965,1,1,1,,0,1,1,0,0,1,1
"Indonesia, Malaysia",1966,1,1,1,954,954,1,1,0,0,1,1
"Indonesia, Netherlands",1962,1,1,1,249,249,1,1,0,0,1,1
Iran,1946,2,1,1,99.5,199,1,1,0,0,2,1
Iran,1966,1,1,1,,0,1,1,0,0,1.5,1
Iran,1967,1,1,1,,0,1,1,0,0,1.333333333,1
Iran,1968,1,1,1,731,731,1,1,0,0,1,1
Iran,1979,3,1.333333333,2,,0,1,1,1,0,1.666666667,1.111111111
